"ITTER107,""Territory"",""TIPO_DATO14"",""Data type"",""TIPO_ATTIVITASAN"",""Type of clinical specialty"",""TIME"",""Select time"",""Value"",""Flag Codes"",""Flags"""
"ITC2,""Valle d'Aosta / Vallée d'Aoste"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""14"",""rehabilitation"",""2017"",""2017"",8.01,,"
"ITC3,""Liguria"",""122"",""inpatient hospital discharges"",""99"",""total"",""2017"",""2017"",185516,,"
"ITC3,""Liguria"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",118.83,,"
"ITC3,""Liguria"",""122"",""inpatient hospital discharges"",""12"",""acute care"",""2017"",""2017"",171297,,"
"ITC3,""Liguria"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""12"",""acute care"",""2017"",""2017"",109.73,,"
"ITC3,""Liguria"",""122"",""inpatient hospital discharges"",""13"",""long term care"",""2017"",""2017"",4155,,"
"ITC3,""Liguria"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""13"",""long term care"",""2017"",""2017"",2.66,,"
"ITC3,""Liguria"",""122"",""inpatient hospital discharges"",""14"",""rehabilitation"",""2017"",""2017"",10064,,"
"ITC3,""Liguria"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""14"",""rehabilitation"",""2017"",""2017"",6.45,,"
"ITC4,""Lombardia"",""122"",""inpatient hospital discharges"",""99"",""total"",""2017"",""2017"",1190885,,"
"ITC4,""Lombardia"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",118.76,,"
"ITC4,""Lombardia"",""122"",""inpatient hospital discharges"",""12"",""acute care"",""2017"",""2017"",1089837,,"
"ITC4,""Lombardia"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""12"",""acute care"",""2017"",""2017"",108.68,,"
"ITC4,""Lombardia"",""122"",""inpatient hospital discharges"",""13"",""long term care"",""2017"",""2017"",5175,,"
"ITC4,""Lombardia"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""13"",""long term care"",""2017"",""2017"",0.52,,"
"ITC4,""Lombardia"",""122"",""inpatient hospital discharges"",""14"",""rehabilitation"",""2017"",""2017"",95873,,"
"ITC4,""Lombardia"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""14"",""rehabilitation"",""2017"",""2017"",9.56,,"
"ITD,""Nord-est"",""122"",""inpatient hospital discharges"",""99"",""total"",""2017"",""2017"",1419964,,"
"ITD,""Nord-est"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",122,,"
"ITD,""Nord-est"",""122"",""inpatient hospital discharges"",""12"",""acute care"",""2017"",""2017"",1312140,,"
"ITD,""Nord-est"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""12"",""acute care"",""2017"",""2017"",112.74,,"
"ITD,""Nord-est"",""122"",""inpatient hospital discharges"",""13"",""long term care"",""2017"",""2017"",46575,,"
"ITD,""Nord-est"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""13"",""long term care"",""2017"",""2017"",4,,"
"ITD,""Nord-est"",""122"",""inpatient hospital discharges"",""14"",""rehabilitation"",""2017"",""2017"",61249,,"
"ITD,""Nord-est"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""14"",""rehabilitation"",""2017"",""2017"",5.26,,"
"ITDA,""Trentino Alto Adige / Südtirol"",""122"",""inpatient hospital discharges"",""99"",""total"",""2017"",""2017"",126691,,"
"ITDA,""Trentino Alto Adige / Südtirol"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",118.93,,"
"ITDA,""Trentino Alto Adige / Südtirol"",""122"",""inpatient hospital discharges"",""12"",""acute care"",""2017"",""2017"",112224,,"
"ITDA,""Trentino Alto Adige / Südtirol"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""12"",""acute care"",""2017"",""2017"",105.35,,"
"ITDA,""Trentino Alto Adige / Südtirol"",""122"",""inpatient hospital discharges"",""13"",""long term care"",""2017"",""2017"",5522,,"
"ITDA,""Trentino Alto Adige / Südtirol"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""13"",""long term care"",""2017"",""2017"",5.18,,"
"ITDA,""Trentino Alto Adige / Südtirol"",""122"",""inpatient hospital discharges"",""14"",""rehabilitation"",""2017"",""2017"",8945,,"
"ITDA,""Trentino Alto Adige / Südtirol"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""14"",""rehabilitation"",""2017"",""2017"",8.4,,"
"ITD1,""Provincia Autonoma Bolzano / Bozen"",""122"",""inpatient hospital discharges"",""99"",""total"",""2017"",""2017"",67951,,"
"ITD1,""Provincia Autonoma Bolzano / Bozen"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",129.18,,"
"ITD1,""Provincia Autonoma Bolzano / Bozen"",""122"",""inpatient hospital discharges"",""12"",""acute care"",""2017"",""2017"",62265,,"
"ITD1,""Provincia Autonoma Bolzano / Bozen"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""12"",""acute care"",""2017"",""2017"",118.37,,"
"ITD1,""Provincia Autonoma Bolzano / Bozen"",""122"",""inpatient hospital discharges"",""13"",""long term care"",""2017"",""2017"",2299,,"
"ITD1,""Provincia Autonoma Bolzano / Bozen"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""13"",""long term care"",""2017"",""2017"",4.37,,"
"ITD1,""Provincia Autonoma Bolzano / Bozen"",""122"",""inpatient hospital discharges"",""14"",""rehabilitation"",""2017"",""2017"",3387,,"
"ITD1,""Provincia Autonoma Bolzano / Bozen"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""14"",""rehabilitation"",""2017"",""2017"",6.44,,"
"ITD2,""Provincia Autonoma Trento"",""122"",""inpatient hospital discharges"",""99"",""total"",""2017"",""2017"",58740,,"
"ITD2,""Provincia Autonoma Trento"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",108.93,,"
"ITD2,""Provincia Autonoma Trento"",""122"",""inpatient hospital discharges"",""12"",""acute care"",""2017"",""2017"",49959,,"
"ITD2,""Provincia Autonoma Trento"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""12"",""acute care"",""2017"",""2017"",92.65,,"
"ITD2,""Provincia Autonoma Trento"",""122"",""inpatient hospital discharges"",""13"",""long term care"",""2017"",""2017"",3223,,"
"ITD2,""Provincia Autonoma Trento"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""13"",""long term care"",""2017"",""2017"",5.98,,"
"ITD2,""Provincia Autonoma Trento"",""122"",""inpatient hospital discharges"",""14"",""rehabilitation"",""2017"",""2017"",5558,,"
"ITD2,""Provincia Autonoma Trento"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""14"",""rehabilitation"",""2017"",""2017"",10.31,,"
"ITD3,""Veneto"",""122"",""inpatient hospital discharges"",""99"",""total"",""2017"",""2017"",540056,,"
"ITD3,""Veneto"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",110.07,,"
"ITD3,""Veneto"",""122"",""inpatient hospital discharges"",""12"",""acute care"",""2017"",""2017"",505028,,"
"ITD3,""Veneto"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""12"",""acute care"",""2017"",""2017"",102.93,,"
"ITD3,""Veneto"",""122"",""inpatient hospital discharges"",""13"",""long term care"",""2017"",""2017"",7946,,"
"ITD3,""Veneto"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""13"",""long term care"",""2017"",""2017"",1.62,,"
"ITD3,""Veneto"",""122"",""inpatient hospital discharges"",""14"",""rehabilitation"",""2017"",""2017"",27082,,"
"ITD3,""Veneto"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""14"",""rehabilitation"",""2017"",""2017"",5.52,,"
"ITD4,""Friuli-Venezia Giulia"",""122"",""inpatient hospital discharges"",""99"",""total"",""2017"",""2017"",138800,,"
"ITD4,""Friuli-Venezia Giulia"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",114.08,,"
"ITD4,""Friuli-Venezia Giulia"",""122"",""inpatient hospital discharges"",""12"",""acute care"",""2017"",""2017"",133835,,"
"ITD4,""Friuli-Venezia Giulia"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""12"",""acute care"",""2017"",""2017"",110,,"
"ITD4,""Friuli-Venezia Giulia"",""122"",""inpatient hospital discharges"",""13"",""long term care"",""2017"",""2017"",2193,,"
"ITD4,""Friuli-Venezia Giulia"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""13"",""long term care"",""2017"",""2017"",1.8,,"
"ITD4,""Friuli-Venezia Giulia"",""122"",""inpatient hospital discharges"",""14"",""rehabilitation"",""2017"",""2017"",2772,,"
"ITD4,""Friuli-Venezia Giulia"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""14"",""rehabilitation"",""2017"",""2017"",2.28,,"
"ITD5,""Emilia-Romagna"",""122"",""inpatient hospital discharges"",""99"",""total"",""2017"",""2017"",614417,,"
"ITD5,""Emilia-Romagna"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",138.05,,"
"ITD5,""Emilia-Romagna"",""122"",""inpatient hospital discharges"",""12"",""acute care"",""2017"",""2017"",561053,,"
"ITD5,""Emilia-Romagna"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""12"",""acute care"",""2017"",""2017"",126.06,,"
"ITD5,""Emilia-Romagna"",""122"",""inpatient hospital discharges"",""13"",""long term care"",""2017"",""2017"",30914,,"
"ITD5,""Emilia-Romagna"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""13"",""long term care"",""2017"",""2017"",6.95,,"
"ITD5,""Emilia-Romagna"",""122"",""inpatient hospital discharges"",""14"",""rehabilitation"",""2017"",""2017"",22450,,"
"ITD5,""Emilia-Romagna"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""14"",""rehabilitation"",""2017"",""2017"",5.04,,"
"ITE,""Centro (I)"",""122"",""inpatient hospital discharges"",""99"",""total"",""2017"",""2017"",1280136,,"
"ITE,""Centro (I)"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",106.16,,"
"ITE,""Centro (I)"",""122"",""inpatient hospital discharges"",""12"",""acute care"",""2017"",""2017"",1215512,,"
"ITE,""Centro (I)"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""12"",""acute care"",""2017"",""2017"",100.8,,"
"ITE,""Centro (I)"",""122"",""inpatient hospital discharges"",""13"",""long term care"",""2017"",""2017"",15319,,"
"ITE,""Centro (I)"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""13"",""long term care"",""2017"",""2017"",1.27,,"
"ITE,""Centro (I)"",""122"",""inpatient hospital discharges"",""14"",""rehabilitation"",""2017"",""2017"",49305,,"
"ITE,""Centro (I)"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""14"",""rehabilitation"",""2017"",""2017"",4.09,,"
"ITE1,""Toscana"",""122"",""inpatient hospital discharges"",""99"",""total"",""2017"",""2017"",411654,,"
"ITE1,""Toscana"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",110.08,,"
"ITE1,""Toscana"",""122"",""inpatient hospital discharges"",""12"",""acute care"",""2017"",""2017"",399454,,"
"ITE1,""Toscana"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""12"",""acute care"",""2017"",""2017"",106.81,,"
"ITE1,""Toscana"",""122"",""inpatient hospital discharges"",""13"",""long term care"",""2017"",""2017"",2210,,"
"ITE1,""Toscana"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""13"",""long term care"",""2017"",""2017"",0.59,,"
"ITE1,""Toscana"",""122"",""inpatient hospital discharges"",""14"",""rehabilitation"",""2017"",""2017"",9990,,"
"ITE1,""Toscana"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""14"",""rehabilitation"",""2017"",""2017"",2.67,,"
"ITE2,""Umbria"",""122"",""inpatient hospital discharges"",""99"",""total"",""2017"",""2017"",110785,,"
"ITE2,""Umbria"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",124.93,,"
"ITE2,""Umbria"",""122"",""inpatient hospital discharges"",""12"",""acute care"",""2017"",""2017"",104865,,"
"ITE2,""Umbria"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""12"",""acute care"",""2017"",""2017"",118.25,,"
"ITE2,""Umbria"",""122"",""inpatient hospital discharges"",""13"",""long term care"",""2017"",""2017"",1967,,"
"ITE2,""Umbria"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""13"",""long term care"",""2017"",""2017"",2.22,,"
"ITE2,""Umbria"",""122"",""inpatient hospital discharges"",""14"",""rehabilitation"",""2017"",""2017"",3953,,"
"ITE2,""Umbria"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""14"",""rehabilitation"",""2017"",""2017"",4.46,,"
"ITE3,""Marche"",""122"",""inpatient hospital discharges"",""99"",""total"",""2017"",""2017"",165701,,"
"ITE3,""Marche"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",107.96,,"
"ITE3,""Marche"",""122"",""inpatient hospital discharges"",""12"",""acute care"",""2017"",""2017"",156891,,"
"ITE3,""Marche"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""12"",""acute care"",""2017"",""2017"",102.22,,"
"ITE3,""Marche"",""122"",""inpatient hospital discharges"",""13"",""long term care"",""2017"",""2017"",4190,,"
"ITE3,""Marche"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""13"",""long term care"",""2017"",""2017"",2.73,,"
"ITE3,""Marche"",""122"",""inpatient hospital discharges"",""14"",""rehabilitation"",""2017"",""2017"",4620,,"
"ITE3,""Marche"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""14"",""rehabilitation"",""2017"",""2017"",3.01,,"
"ITE4,""Lazio"",""122"",""inpatient hospital discharges"",""99"",""total"",""2017"",""2017"",591996,,"
"ITE4,""Lazio"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",100.38,,"
"ITE4,""Lazio"",""122"",""inpatient hospital discharges"",""12"",""acute care"",""2017"",""2017"",554302,,"
"ITE4,""Lazio"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""12"",""acute care"",""2017"",""2017"",93.99,,"
"ITE4,""Lazio"",""122"",""inpatient hospital discharges"",""13"",""long term care"",""2017"",""2017"",6952,,"
"ITE4,""Lazio"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""13"",""long term care"",""2017"",""2017"",1.18,,"
"ITE4,""Lazio"",""122"",""inpatient hospital discharges"",""14"",""rehabilitation"",""2017"",""2017"",30742,,"
"ITE4,""Lazio"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""14"",""rehabilitation"",""2017"",""2017"",5.21,,"
"ITFG,""Mezzogiorno"",""122"",""inpatient hospital discharges"",""99"",""total"",""2017"",""2017"",2042948,,"
"ITFG,""Mezzogiorno"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",98.5,,"
"ITFG,""Mezzogiorno"",""122"",""inpatient hospital discharges"",""12"",""acute care"",""2017"",""2017"",1963347,,"
"ITFG,""Mezzogiorno"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""12"",""acute care"",""2017"",""2017"",94.66,,"
"ITFG,""Mezzogiorno"",""122"",""inpatient hospital discharges"",""13"",""long term care"",""2017"",""2017"",17656,,"
"ITFG,""Mezzogiorno"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""13"",""long term care"",""2017"",""2017"",0.85,,"
"ITFG,""Mezzogiorno"",""122"",""inpatient hospital discharges"",""14"",""rehabilitation"",""2017"",""2017"",61945,,"
"ITFG,""Mezzogiorno"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""14"",""rehabilitation"",""2017"",""2017"",2.99,,"
"ITF,""Sud"",""122"",""inpatient hospital discharges"",""99"",""total"",""2017"",""2017"",1404179,,"
"ITF,""Sud"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",99.96,,"
"ITF,""Sud"",""122"",""inpatient hospital discharges"",""12"",""acute care"",""2017"",""2017"",1348949,,"
"ITF,""Sud"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""12"",""acute care"",""2017"",""2017"",96.03,,"
"ITF,""Sud"",""122"",""inpatient hospital discharges"",""13"",""long term care"",""2017"",""2017"",11897,,"
"ITF,""Sud"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""13"",""long term care"",""2017"",""2017"",0.85,,"
"ITF,""Sud"",""122"",""inpatient hospital discharges"",""14"",""rehabilitation"",""2017"",""2017"",43333,,"
"ITF,""Sud"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""14"",""rehabilitation"",""2017"",""2017"",3.08,,"
"ITF1,""Abruzzo"",""122"",""inpatient hospital discharges"",""99"",""total"",""2017"",""2017"",146787,,"
"ITF1,""Abruzzo"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",111.31,,"
"ITF1,""Abruzzo"",""122"",""inpatient hospital discharges"",""12"",""acute care"",""2017"",""2017"",137100,,"
"ITF1,""Abruzzo"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""12"",""acute care"",""2017"",""2017"",103.96,,"
"ITF1,""Abruzzo"",""122"",""inpatient hospital discharges"",""13"",""long term care"",""2017"",""2017"",2628,,"
"ITF1,""Abruzzo"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""13"",""long term care"",""2017"",""2017"",1.99,,"
"ITF1,""Abruzzo"",""122"",""inpatient hospital discharges"",""14"",""rehabilitation"",""2017"",""2017"",7059,,"
"ITF1,""Abruzzo"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""14"",""rehabilitation"",""2017"",""2017"",5.35,,"
"ITF2,""Molise"",""122"",""inpatient hospital discharges"",""99"",""total"",""2017"",""2017"",36628,,"
"ITF2,""Molise"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",118.36,,"
"ITF2,""Molise"",""122"",""inpatient hospital discharges"",""12"",""acute care"",""2017"",""2017"",34897,,"
"ITF2,""Molise"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""12"",""acute care"",""2017"",""2017"",112.76,,"
"ITF2,""Molise"",""122"",""inpatient hospital discharges"",""13"",""long term care"",""2017"",""2017"",263,,"
"ITF2,""Molise"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""13"",""long term care"",""2017"",""2017"",0.85,,"
"ITF2,""Molise"",""122"",""inpatient hospital discharges"",""14"",""rehabilitation"",""2017"",""2017"",1468,,"
"ITF2,""Molise"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""14"",""rehabilitation"",""2017"",""2017"",4.74,,"
"ITF3,""Campania"",""122"",""inpatient hospital discharges"",""99"",""total"",""2017"",""2017"",558772,,"
"ITF3,""Campania"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",95.8,,"
"ITF3,""Campania"",""122"",""inpatient hospital discharges"",""12"",""acute care"",""2017"",""2017"",541021,,"
"ITF3,""Campania"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""12"",""acute care"",""2017"",""2017"",92.75,,"
"ITF3,""Campania"",""122"",""inpatient hospital discharges"",""13"",""long term care"",""2017"",""2017"",4990,,"
"ITF3,""Campania"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""13"",""long term care"",""2017"",""2017"",0.86,,"
"ITF3,""Campania"",""122"",""inpatient hospital discharges"",""14"",""rehabilitation"",""2017"",""2017"",12761,,"
"ITF3,""Campania"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""14"",""rehabilitation"",""2017"",""2017"",2.19,,"
"ITF4,""Puglia"",""122"",""inpatient hospital discharges"",""99"",""total"",""2017"",""2017"",446318,,"
"ITF4,""Puglia"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",110.04,,"
"ITF4,""Puglia"",""122"",""inpatient hospital discharges"",""12"",""acute care"",""2017"",""2017"",431051,,"
"ITF4,""Puglia"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""12"",""acute care"",""2017"",""2017"",106.27,,"
"ITF4,""Puglia"",""122"",""inpatient hospital discharges"",""13"",""long term care"",""2017"",""2017"",1685,,"
"ITF4,""Puglia"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""13"",""long term care"",""2017"",""2017"",0.42,,"
"ITF4,""Puglia"",""122"",""inpatient hospital discharges"",""14"",""rehabilitation"",""2017"",""2017"",13582,,"
"ITF4,""Puglia"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""14"",""rehabilitation"",""2017"",""2017"",3.35,,"
"ITF5,""Basilicata"",""122"",""inpatient hospital discharges"",""99"",""total"",""2017"",""2017"",56418,,"
"ITF5,""Basilicata"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",99.2,,"
"ITF5,""Basilicata"",""122"",""inpatient hospital discharges"",""12"",""acute care"",""2017"",""2017"",53825,,"
"ITF5,""Basilicata"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""12"",""acute care"",""2017"",""2017"",94.64,,"
"ITF5,""Basilicata"",""122"",""inpatient hospital discharges"",""13"",""long term care"",""2017"",""2017"",462,,"
"ITF5,""Basilicata"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""13"",""long term care"",""2017"",""2017"",0.81,,"
"ITF5,""Basilicata"",""122"",""inpatient hospital discharges"",""14"",""rehabilitation"",""2017"",""2017"",2131,,"
"ITF5,""Basilicata"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""14"",""rehabilitation"",""2017"",""2017"",3.75,,"
"ITF6,""Calabria"",""122"",""inpatient hospital discharges"",""99"",""total"",""2017"",""2017"",159256,,"
"ITF6,""Calabria"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",81.22,,"
"ITF6,""Calabria"",""122"",""inpatient hospital discharges"",""12"",""acute care"",""2017"",""2017"",151055,,"
"ITF6,""Calabria"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""12"",""acute care"",""2017"",""2017"",77.03,,"
"ITF6,""Calabria"",""122"",""inpatient hospital discharges"",""13"",""long term care"",""2017"",""2017"",1869,,"
"ITF6,""Calabria"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""13"",""long term care"",""2017"",""2017"",0.95,,"
"ITF6,""Calabria"",""122"",""inpatient hospital discharges"",""14"",""rehabilitation"",""2017"",""2017"",6332,,"
"ITF6,""Calabria"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""14"",""rehabilitation"",""2017"",""2017"",3.23,,"
"ITG,""Isole"",""122"",""inpatient hospital discharges"",""99"",""total"",""2017"",""2017"",638769,,"
"ITG,""Isole"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",95.43,,"
"ITG,""Isole"",""122"",""inpatient hospital discharges"",""12"",""acute care"",""2017"",""2017"",614398,,"
"ITG,""Isole"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""12"",""acute care"",""2017"",""2017"",91.79,,"
"ITG,""Isole"",""122"",""inpatient hospital discharges"",""13"",""long term care"",""2017"",""2017"",5759,,"
"ITG,""Isole"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""13"",""long term care"",""2017"",""2017"",0.86,,"
"ITG,""Isole"",""122"",""inpatient hospital discharges"",""14"",""rehabilitation"",""2017"",""2017"",18612,,"
"ITG,""Isole"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""14"",""rehabilitation"",""2017"",""2017"",2.78,,"
"ITG1,""Sicilia"",""122"",""inpatient hospital discharges"",""99"",""total"",""2017"",""2017"",464129,,"
"ITG1,""Sicilia"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",92.06,,"
"ITG1,""Sicilia"",""122"",""inpatient hospital discharges"",""12"",""acute care"",""2017"",""2017"",444127,,"
"ITG1,""Sicilia"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""12"",""acute care"",""2017"",""2017"",88.09,,"
"ITG1,""Sicilia"",""122"",""inpatient hospital discharges"",""13"",""long term care"",""2017"",""2017"",3949,,"
"ITG1,""Sicilia"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""13"",""long term care"",""2017"",""2017"",0.78,,"
"ITG1,""Sicilia"",""122"",""inpatient hospital discharges"",""14"",""rehabilitation"",""2017"",""2017"",16053,,"
"ITG1,""Sicilia"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""14"",""rehabilitation"",""2017"",""2017"",3.18,,"
"ITG2,""Sardegna"",""122"",""inpatient hospital discharges"",""99"",""total"",""2017"",""2017"",174640,,"
"ITG2,""Sardegna"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",105.72,,"
"ITG2,""Sardegna"",""122"",""inpatient hospital discharges"",""12"",""acute care"",""2017"",""2017"",170271,,"
"ITG2,""Sardegna"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""12"",""acute care"",""2017"",""2017"",103.08,,"
"ITG2,""Sardegna"",""122"",""inpatient hospital discharges"",""13"",""long term care"",""2017"",""2017"",1810,,"
"ITG2,""Sardegna"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""13"",""long term care"",""2017"",""2017"",1.1,,"
"ITG2,""Sardegna"",""122"",""inpatient hospital discharges"",""14"",""rehabilitation"",""2017"",""2017"",2559,,"
"ITG2,""Sardegna"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""14"",""rehabilitation"",""2017"",""2017"",1.55,,"
